 57 | ( 7 50 14 58 ) | 51
 43 | (17  8 79 82 ) | 55
 58 | (39 63 26 95 ) | 24
 34 | (35 37  5 66 ) | 35
 39 | (51 87 93 27 ) | 96
 81 | (97 59 81 24 ) | 74
 42 | ( 9 24  1 88 ) | 18
 59 | (23 73 47 92 ) | 97
 29 | ( 7 56 45 99 ) | 59
 31 | (36 98 54 27 ) | 83
 27 | (15 77 20 47 ) | 21
 19 | ( 9 97 55 36 ) | 54
 40 | (16 64 50 14 ) | 47
 21 | (36 57 98 63 ) | 94
 25 | (87 76 98 44 ) | 60
 44 | (25 50 66 53 ) | 63
 59 | (42 93 75 48 ) | 58
 35 | (21 15  5 96 ) | 93
 65 | (91 74 29 19 ) | 94
 57 | (81 69 60 36 ) | 34
 22 | (17 69 93 13 ) | 54
 26 | (26 96 11 22 ) | 12
 97 | (68 84 18 60 ) | 90
  2 | (22 50 77 65 ) | 7
 79 | (53 23 20 14 ) | 20
 72 | (85 86  7  1 ) | 34
 19 | (72 88 76  6 ) | 31
 10 | (97 78 29 71 ) | 2
 69 | (20 31 61 85 ) | 72
 28 | (41  9 86 71 ) | 53
 87 | (47 57 84 29 ) | 16
 12 | (88 78 43 31 ) | 82
 13 | (18 63 24 68 ) | 37
 91 | (78 58 52 28 ) | 13
 23 | (45 76 91 57 ) | 20
 67 | (39 36 56 94 ) | 90
 72 | ( 3 99 39 12 ) | 52
 78 | (25 43 51 97 ) | 26
 57 | (92 75 15  5 ) | 66
 83 | ( 7 36 65 86 ) | 18
 89 | (81  9 79 28 ) | 76
  7 | (29 77  8 33 ) | 21
 37 | (67  9 65  2 ) | 4
 85 | ( 5 72 33 76 ) | 69
 56 | ( 5 99 20 10 ) | 21
 12 | (74 34 96  6 ) | 33
 24 | (98 50 79 11 ) | 70
 28 | (28 15 98 16 ) | 51
 93 | (94 18 52 16 ) | 37
 61 | (88 40 78 61 ) | 25
 59 | (57 82 78 37 ) | 46
 23 | (46 62 21  4 ) | 6
 91 | (14 76 71 94 ) | 77
 57 | (75 65 53 77 ) | 72
 74 | (47 88 69 77 ) | 72
 60 | (39 17 36 16 ) | 64
  2 | (26 61 35 24 ) | 58
 50 | (78 74 96 24 ) | 66
 70 | (73 55 80 31 ) | 14
 53 | (24 65 92 10 ) | 50
 82 | (32 68 64  4 ) | 97
 86 | (25 24 29 62 ) | 60
 53 | (31 82 96 61 ) | 76
 30 | ( 2 58 20 31 ) | 73
 74 | (61 54 58 51 ) | 93
  4 | (42 58 68 17 ) | 91
 65 | (97 21  1 99 ) | 83
 41 | (54 70 95 90 ) | 12
 54 | (27 68 29 35 ) | 81
 85 | (71 66 33 31 ) | 74
 73 | (78 24 13 90 ) | 5
 31 | (66 45 41  3 ) | 10
 10 | (14 95 29 57 ) | 27
 39 | ( 6 88 90 37 ) | 31
 32 | (36 70 54 51 ) | 50
 89 | (15 75 73 88 ) | 70
 17 | (12 77 44 26 ) | 45
 34 | (93 41 61  1 ) | 37
 69 | ( 4 46 67 95 ) | 11
 40 | (86 13  8 35 ) | 30
 27 | (77 12 80 25 ) | 57
 75 | (52 58 73 50 ) | 34
 86 | (82 68 70 61 ) | 37
  2 | (83 82 64 55 ) | 18
 13 | (56 25 23 89 ) | 81
 36 | (58 51 53 68 ) | 29
 50 | (29 65 95 41 ) | 61
 47 | (70  7 98 29 ) | 27
 52 | (27 29 96 44 ) | 94
  7 | (33 81 96 26 ) | 43
 31 | (63 34 53 41 ) | 24
 38 | (44 56 37 84 ) | 45
 31 | (70 71 36 76 ) | 51
 64 | (88 10 15 15 ) | 68
 41 | (20 93 42 47 ) | 51
 29 | ( 7 84 30 95 ) | 19
 38 | (33 92 64 23 ) | 50
 43 | (86 33 88 92 ) | 30
 57 | (21 24 27 73 ) | 23
 25 | (97  7 91 42 ) | 80
 40 | (87 53 29 67 ) | 12
 23 | (60  8 15 68 ) | 39
 76 | (42 45 61 98 ) | 32
 21 | (39 40 24 93 ) | 33
 38 | (28 44 42 42 ) | 68
 78 | ( 5  4 22 57 ) | 86
 14 | (80 63 86  6 ) | 24
 78 | (63 47 52 46 ) | 31
 94 | (43 84 30 39 ) | 83
 83 | (77 74 46 66 ) | 41
 72 | (27 89 36 39 ) | 48
 30 | (92  9 17 76 ) | 71
 62 | ( 8 69  7 54 ) | 79
 88 | (37 81 57 16 ) | 91
 80 | (55 21 88 33 ) | 28
 30 | (95  8  5 77 ) | 36
 11 | (16 90 53 35 ) | 19
 22 | (24 28 56 94 ) | 34
 47 | (27 46 75 43 ) | 58
 31 | (16 49 80 51 ) | 81
 79 | (43 34 31 30 ) | 79
 84 | (35 35 63  4 ) | 100
  2 | (18 13  6 90 ) | 66
 27 | (70 40  1 29 ) | 39
  3 | (12 65 97 91 ) | 36
 85 | (83 41 36 69 ) | 41
 23 | (36 16 79 63 ) | 97
  2 | (95 93 14 86 ) | 84
 31 | (59 20 83 79 ) | 49
 97 | (34 12 24 27 ) | 5
 12 | (80 88 82 78 ) | 97
 30 | (96 74 77 86 ) | 36
 86 | (53 54  1 17 ) | 97
 93 | (60 43 78 19 ) | 33
 44 | (97 35 57 52 ) | 18
 99 | (42 40 88 81 ) | 26
 19 | ( 9 88  1 49 ) | 70
 52 | (28 28 79 12 ) | 18
  7 | (72 85 21 32 ) | 98
 72 | (36 12 27 62 ) | 97
 95 | (69 30 79 97 ) | 46
 44 | (52 86  7 34 ) | 38
 61 | (50 88 40 50 ) | 84
 85 | (42 64 64 50 ) | 31
 57 | ( 5 58 13 79 ) | 31
 23 | (56 84  8  3 ) | 9
  7 | (82 58 17 70 ) | 75
 80 | (82 66 48 70 ) | 24
 21 | (28 72 23 25 ) | 78
 71 | (88 83 56 61 ) | 44
 91 | ( 3 73 57 39 ) | 62
 64 | (80 55 80  9 ) | 78
 98 | (68 46 82 71 ) | 42
 64 | (97 44 60 74 ) | 82
 55 | (85  3  8 29 ) | 80
 90 | (94 72  1 31 ) | 15
 81 | (28 43 45 30 ) | 54
 92 | (54 52 22 75 ) | 54
  7 | (47 93 15 49 ) | 4
 27 | (10 32 62 53 ) | 31
 96 | (13 69 14 47 ) | 77
 59 | ( 6 35 24 54 ) | 93
 33 | (69 12  9 29 ) | 80
 80 | (18 54 56 58 ) | 97
 96 | (71  2 83 86 ) | 51
 49 | (81 74 78 38 ) | 95
 51 | (90  7 56 38 ) | 28
 99 | (58 49 13 71 ) | 82
 60 | (47  5 43 15 ) | 26
 94 | (46 10 59 63 ) | 6
 73 | (84 98 31 46 ) | 63
 43 | (94 69  3 59 ) | 51
 12 | (55 40 42 89 ) | 31
  7 | (51  7 37 64 ) | 44
 60 | (54 35 17  1 ) | 72
 33 | (81 62 38  8 ) | 57
 80 | (17 66 11 47 ) | 92
 55 | (88 19 25 19 ) | 83
 69 | (95 78 62 71 ) | 13
 42 | ( 7 47  9 25 ) | 55
 99 | (85 14 68 94 ) | 100
 67 | (31 45 92 99 ) | 51
  9 | (89 17 97 51 ) | 18
 51 | (61 35 95 27 ) | 41
 21 | (67 73 50 82 ) | 3
 54 | (25 43 30 54 ) | 25
 19 | (83 99 66 25 ) | 85
  9 | (29 12 30 43 ) | 38
 34 | (53 75 50 67 ) | 5
 43 | (10 90  3 43 ) | 60
 77 | (52 22 27 20 ) | 53
 90 | (98 77 92 76 ) | 49
 45 | (33 40 14 77 ) | 47
 63 | (31 20  4 83 ) | 26
 36 | (83 72 19 93 ) | 14
 79 | (68  9 51 89 ) | 54
 94 | (94 85 44 76 ) | 51
 53 | (96 82 54 97 ) | 74
 12 | (30 29 52 31 ) | 90
 76 | (59 97 20  5 ) | 68
 13 | (45  4 33 67 ) | 95
 86 | (81 19 53 36 ) | 91
 25 | (96 97 25 52 ) | 20
 83 | (26 49 39 74 ) | 95
 53 | (56  5 12 71 ) | 53
 74 | (90 24 49  5 ) | 30
 70 | (24 49 34 71 ) | 20
 74 | (95 50 81 27 ) | 58
 55 | (82 15 66  3 ) | 51
 93 | (21 13 97 49 ) | 46
 21 | (49 71 32 66 ) | 15
 77 | (12 63 90 57 ) | 73
 93 | (89 51 57 55 ) | 62
 71 | (74 82 94 42 ) | 78
 45 | (53 31 89 33 ) | 70
 70 | (98 65 71 10 ) | 75
 24 | (22 64 91 46 ) | 81
 92 | (84 95 17 90 ) | 84
 24 | (46 14 79 20 ) | 98
 30 | (97 82 85  6 ) | 63
 11 | (93 95 71 23 ) | 86
 97 | (51 18  7 20 ) | 34
 70 | (89 24 40 49 ) | 47
 70 | (39 29 55 57 ) | 14
 26 | (34 28 55  6 ) | 23
 47 | (93 67 48 22 ) | 83
 17 | (20 52 16 66 ) | 48
 59 | (48 80  7 60 ) | 9
 48 | (47 42 64 51 ) | 5
 20 | (50 55 97 76 ) | 38
 95 | (85  4 15 92 ) | 80
 78 | (90 39 54 60 ) | 29
 14 | (79 71 87 80 ) | 94
 70 | (18 74 21 72 ) | 4
 72 | (73 67  4 37 ) | 73
  1 | (65 13 21 24 ) | 78
  3 | (45 77 86 21 ) | 13
 59 | (42 19  2 17 ) | 17
 53 | (98 81 72 55 ) | 31
 24 | (44 60 31 21 ) | 46
 46 | (48 96 92 72 ) | 59
 58 | (18  7  3 35 ) | 26
 63 | (50 60 49 22 ) | 40
 42 | ( 4 65 17 60 ) | 69
 23 | (47 20 16 74 ) | 31
 33 | (84 38 72 53 ) | 82
 71 | (97 76 97 81 ) | 77
 35 | (94  7  8 77 ) | 35
 19 | (98 85 74 85 ) | 25
 97 | (64 40 37 50 ) | 52
 72 | (25 30  3 54 ) | 10
 84 | (52 18 69 40 ) | 51
 60 | (83 13 43 49 ) | 41
 43 | (37 72 13 37 ) | 14
 80 | (23 64 33 83 ) | 88
 30 | (98 34 24 59 ) | 53
 47 | (38  5 51 42 ) | 16
 54 | (45 23 27 99 ) | 33
100 | (38 24 23  2 ) | 73
 52 | (47 20 39 96 ) | 42
 63 | (55 77 78 39 ) | 68
 90 | (75 43 67 19 ) | 30
 64 | (18  7 63 91 ) | 73
 61 | (90 90 19 15 ) | 89
 95 | (92 54 39 95 ) | 3
  8 | (66 11 71 46 ) | 38
 84 | (79 74 69 11 ) | 33
 51 | (40 98 73 16 ) | 3
 40 | ( 3 15 63 73 ) | 99
 68 | (19 31 74 28 ) | 20
 51 | (77 61 75 95 ) | 30
